207.00	4.29	2.00	0.00
208.00	3.96	2.00	0.00
209.00	3.63	2.00	0.00
210.00	3.31	2.00	0.00
211.00	2.98	2.00	0.00
212.00	2.65	2.00	0.00
213.00	2.33	2.00	0.00
214.00	0.04	2.37	0.00
215.00	0.00	1.87	0.00
216.00	0.10	1.38	0.00
217.00	0.31	0.93	0.00
218.00	0.63	0.54	0.00
219.00	1.04	0.25	0.00
220.00	1.50	0.06	0.00
